file_name,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13
961,-369.34122,40.852028,-3.1343915,13.743023,-3.126315,-5.1088486,-3.656398,-6.4785194,-8.299926,0.9964825,-5.626748,-0.86161053,-3.5271618
962,-415.88898,38.96044,2.0504704,10.464753,-2.2775304,-5.4820185,-1.7056444,-6.0916843,-6.385753,-4.3633037,-2.3122268,0.036062267,-1.3213786
963,-363.79947,42.507465,-0.5261155,14.675133,-2.769027,-6.6465993,-3.4352064,-5.9724693,-4.412283,-5.514943,-4.0356674,-0.02725812,-3.8934574
964,-409.58493,41.08147,-3.0574546,14.998072,-8.667022,-4.6770463,-2.498901,-11.635231,-4.861651,-4.581744,-2.9072673,-0.64473504,-4.62611
965,-372.13046,50.00441,-3.710295,12.882849,-5.007859,-5.6089892,-1.7194585,-6.719702,-3.81805,-7.055865,-3.1447103,-0.7200706,-3.2979162
966,-386.37427,54.54527,2.9379826,7.3202333,-8.79318,-0.6303219,-0.62499183,-5.20175,-7.3979273,-7.197534,-0.22500977,0.5157765,-7.1883855
967,-418.3675,52.630898,1.101152,5.6563053,-5.9562154,-2.042459,0.46655327,-16.994974,-3.4179072,-6.51205,-8.679546,0.84485924,-3.026175
968,-395.7357,52.686512,-0.5947514,3.8173013,0.26803344,4.655871,-0.008293364,-13.7872925,1.6470131,-4.692942,-3.9777973,0.3814991,-0.061034173
969,-358.07916,44.939945,-2.9192457,6.9536552,-4.1069684,-4.4001846,-1.4707438,-13.125099,-3.0039394,-3.9962966,-9.844414,1.7536623,-4.3668222
970,-330.12152,37.65027,-2.1939082,18.011608,-5.2475533,-3.5634322,-4.819091,-6.7453303,-4.8134785,-9.676119,1.3378029,1.2041389,-1.7964859
971,-350.30115,64.11034,-9.417411,10.459641,-0.40793642,-6.315605,-4.5053625,-5.4698005,-8.082473,-6.0817566,-2.3814938,-3.687853,-0.82534933
972,-391.5642,39.35275,-6.453711,11.576635,-5.8709126,-5.8446503,-0.58268595,-8.379426,-9.107758,-9.842385,-0.13096038,-3.8843162,-0.44670096
973,-358.6127,55.133926,-1.1049006,10.411057,-2.8325803,-3.6869335,-5.5704827,-12.452288,-7.2667546,-9.699886,-5.2579336,0.56991917,-3.592855
974,-378.74942,43.119625,-5.6440835,14.033194,-5.283331,-6.402534,-3.1387324,-6.6389875,-4.9964485,-9.609914,-0.79005414,-1.1809914,-5.425728
975,-352.4372,54.352093,-11.281365,13.387794,-3.5585876,-4.5083156,-1.3767816,-4.5249434,-3.6000192,-12.38287,-2.3095074,-1.1040529,-6.8452897
976,-369.6451,54.47024,-6.621642,8.855198,4.621598,-10.689259,-2.3064876,0.12123387,-8.430392,-5.4462123,-3.5933425,-1.6961186,-5.852012
977,-354.479,71.087776,-5.953208,11.334422,3.088588,-7.5719957,-2.9923472,-6.39409,-6.420694,-11.287374,-1.8232951,-1.0581841,-6.018691
978,-376.13687,47.513092,-3.3580527,6.7118573,1.6718571,-3.9187765,-2.913056,-5.4380507,-3.0910912,-8.272539,0.404705,-2.0363913,-3.7403767
979,-363.0328,64.14653,-9.158637,15.183589,-2.0135493,-15.945808,-2.0268111,-7.5112314,-5.972815,-9.554557,-3.801691,-0.9317747,-6.2103686
980,-343.77216,66.01616,1.0990149,10.5013,3.7312055,0.081509925,-4.5859914,-11.509379,-0.7828099,-12.692396,-2.5163977,5.8836565,-5.331603
981,-413.45724,71.29394,1.2113997,4.880387,4.5343533,-4.955363,-5.0281367,-7.9943523,-5.4273896,-8.290973,-3.147129,3.456252,-4.5585966
982,-328.41333,83.81151,0.8221787,6.6738234,4.4887357,1.2733502,-3.161317,-10.652119,-9.204854,-10.273219,3.4054086,0.7550171,-3.5465376
983,-312.92157,81.239265,0.10112223,11.959419,5.0846357,-6.708015,-1.3735422,-12.112451,-10.392391,-11.900826,1.7243085,-0.96327764,-5.231084
984,-345.6257,63.674866,-4.002053,14.971263,-1.9696372,-9.7360325,1.7258822,-6.715522,-8.584752,-4.4530425,-4.318927,-0.61681175,-2.896145
985,-364.53494,75.166336,-6.5413423,7.574645,2.3707724,-4.469252,-0.048638683,-6.9709716,-4.359544,-11.024428,-1.7189504,-1.1073548,-4.5106697
986,-255.18208,126.94162,7.7889156,11.57211,5.383378,-7.8662567,-1.7125645,-13.511078,-12.586562,-19.846928,-0.15079221,6.8718395,-9.348078
987,-332.97458,82.92892,1.4424963,2.1950386,6.5400724,-3.8272958,-4.611826,-14.753963,-11.720924,-6.101117,1.0454093,-4.233407,-2.7354946
988,-360.26218,72.134415,0.81204164,9.209635,-2.3113222,-1.5757891,3.2070906,-15.872024,-11.394925,-3.9151328,2.6909173,-4.7904153,-2.030239
989,-306.90247,87.09106,-10.608745,20.450827,0.109749764,-14.35009,-3.5740721,-15.591864,-9.484918,-9.116055,-3.461765,-0.39321855,-6.5876875
990,-353.38583,56.392822,-1.8636619,8.8241625,0.6417066,-10.60992,-1.2924701,-7.6579723,-11.770349,0.81566626,-3.6901522,-1.975064,-4.1997333
991,-371.8113,45.82249,-10.569366,12.220074,0.63149595,-5.6520057,-2.4389944,-7.086548,-5.686876,-6.6795645,-2.074867,-0.38674614,-6.410581
992,-381.94815,37.94481,1.1833282,10.127156,0.41876337,-2.2200093,-2.7049234,-3.824609,-6.408858,-6.4581003,-4.482444,0.37096623,-4.731333
993,-368.24792,62.49291,12.1544075,15.594795,-1.8997389,0.4306598,-1.9065742,-8.518881,-10.314877,-9.166023,-6.4852095,1.2699629,-5.3257403
994,-355.9653,52.952003,-5.970767,13.563496,-8.613755,-0.9162673,-8.727539,-8.30014,-5.368227,-10.758082,-2.842129,-2.1981492,-2.6766055
995,-328.20792,64.48527,-15.55614,15.662709,-2.6366258,-8.91281,-0.60741043,-6.862178,-8.129628,-10.844952,-5.0345807,-2.2475488,-6.285608
996,-330.85873,62.51259,-5.432258,11.275511,3.3589723,-9.106995,-2.6828911,-3.1929438,-7.919674,-11.365022,-3.3181715,0.48620975,-9.718238
997,-354.51892,72.560074,-1.9041857,12.438913,2.306213,-5.3197703,-4.9907722,-8.570337,-7.79,-9.1165285,-4.1483173,3.0484047,-6.8229365
998,-401.6505,51.511223,-6.1879425,11.488959,1.1600125,-4.5547137,-4.8168325,-10.152746,-3.201713,-4.7589035,-5.4612665,0.9113813,-3.406459
999,-361.00116,74.21486,-12.901633,14.4567,2.2441905,-12.666965,-2.6938462,-14.047814,-7.7745733,-7.129137,-9.072435,1.739915,-4.449941
1000,-363.00867,41.133423,8.014204,8.015555,-7.0344424,-0.21559672,-5.5036473,-6.3889837,-5.910768,-1.3606138,-6.0627217,-3.5006468,-7.0392957
1001,-339.23718,67.45572,-0.5825027,8.893924,8.617238,2.4819584,-8.111486,-7.6470785,-5.446556,-2.9505417,-8.107686,1.7204596,-6.0671635
1002,-358.2162,52.457783,12.5264015,9.014915,-1.1248456,8.861278,-3.866228,-5.7432604,-6.2741747,-10.3053465,-0.7747575,-4.4565735,-5.6589737
1003,-329.71506,59.610165,25.02025,14.849334,-10.611959,5.784426,4.8946395,-7.195892,-11.78528,-7.2370777,-6.2006354,-5.478886,-5.799189
1004,-334.39804,51.932587,8.162725,10.01586,1.3539195,0.7082815,-3.8760414,-3.845389,-8.8396225,-4.556753,-7.446544,-0.9797951,-8.049779
1005,-351.88306,59.754803,1.0746503,5.5747323,3.9139607,-4.261949,1.0173512,-0.6575747,-12.116003,0.5567209,-10.585967,-2.723603,-6.702985
1006,-337.76474,68.01333,8.096843,13.169278,-1.591391,-0.7126087,5.475411,-7.4759994,-7.539707,-8.081133,-7.7618756,-7.630973,-8.834309
1007,-304.16028,68.25804,6.9730644,10.330305,0.74249,-5.094643,-4.338561,-3.5040987,-9.156176,-5.006115,-14.342408,-0.55878794,-9.541179
1008,-395.78583,53.83486,7.777148,0.8988352,3.0659637,-2.9668777,-1.1095717,-3.7097328,-9.359819,1.2177726,-7.557452,-4.869249,-4.6175737
1009,-316.49185,72.78793,5.669107,14.0379925,-0.5066824,-6.9459167,4.308252,-13.4951515,-2.9036543,-7.746327,-10.121944,-2.5983777,-11.168004
1010,-290.79807,88.93124,35.758705,13.537869,-16.498716,-3.7397738,-0.10809968,-8.166144,-3.3995597,-9.360446,-10.751961,0.031285375,-11.991066
1011,-326.3481,71.13869,9.010943,2.1458168,-4.420622,3.0006397,-8.053018,-12.462846,2.4937565,-7.68915,-8.94282,-5.0045056,-5.2612
1012,-328.1344,57.624805,8.888092,11.028587,-2.3918989,-1.1673844,0.989411,-2.152445,-9.89147,-8.671322,-3.0428598,0.99827963,-9.937561
1013,-304.09503,70.049484,22.776678,10.930449,-2.6912322,12.027212,-1.1978861,-11.618605,-9.2780485,-13.339286,-7.038907,-3.329683,-10.762243
1014,-317.6955,77.34478,18.2498,9.959914,-1.5830269,3.4990888,-3.5406742,-10.653503,-14.683718,-5.6494346,-9.52925,-6.460288,-7.445129
1015,-329.15616,75.53767,-2.2403538,4.8240094,-0.39033186,9.560283,-8.7211275,-4.938742,-4.2708855,-14.556308,-3.6608913,-3.6915479,-9.157211
1016,-288.2607,87.770935,15.4009285,5.7447186,10.069597,9.620344,-12.872382,-2.1526704,-7.394487,-18.314583,-8.119129,0.23699349,-15.0374565
1017,-324.78195,81.998764,9.596206,5.340295,-1.7310187,13.033114,-4.137976,-11.385928,-6.600905,-13.368318,0.14046901,-10.3298235,-9.310749
1018,-325.87738,84.05081,22.474936,10.944595,8.250294,13.147349,-13.218081,-10.777141,-11.814038,-8.352617,-8.939425,-5.968896,-0.49534956
1019,-253.33644,95.11397,10.246646,9.932708,0.8339719,10.183285,-8.406589,-10.111772,-5.92158,-17.006536,-3.4004986,-6.245484,-9.61131
1020,-336.99844,75.99478,28.026323,6.3156667,-0.2642661,6.7933683,2.2856205,-9.476951,-9.646223,-4.9323893,-9.075732,0.4438522,-13.74092
1021,-332.28995,55.12952,2.1111574,13.299548,-0.6572993,-2.3890913,-4.6780596,-9.777207,-11.275729,-9.221019,-7.877101,-2.1934893,-11.0255165
1022,-380.03647,49.100693,16.273289,9.669684,-3.410422,5.026499,-0.30906492,-8.093686,-5.534551,-11.555108,-4.5117803,-1.0983598,-11.224639
1023,-341.16397,54.230755,9.005704,-0.6176235,-2.5736399,5.496696,-10.516828,-3.150164,-6.9204483,-8.946371,-8.211274,-1.3387791,-14.001647
1024,-343.7805,50.329147,7.0812306,11.016632,-9.586645,2.7201602,-4.616136,-9.433323,-0.5169824,-10.912107,-6.2252297,1.4966302,-9.654307
1025,-344.80502,63.541073,-2.7457905,4.8855643,-1.9201442,1.7864003,-8.185542,-0.98211735,-5.256034,-8.879673,-9.607187,1.1977288,-16.478786
1026,-361.35645,53.58197,8.696835,0.8986095,-2.5468729,4.0646167,-9.577465,-0.74240917,-5.4926786,-13.298864,-7.8045235,0.034945883,-18.951334
1027,-314.7009,65.59501,-7.209375,14.949818,-2.799442,-5.740924,-15.217801,-5.993331,-9.603308,-6.0602846,-13.821614,2.6049092,-9.57777
1028,-379.18762,74.61949,17.689295,11.426994,5.1264944,2.6402583,-8.534603,-7.00118,-2.947868,-9.531044,-11.363153,-1.0456722,-6.544271
1029,-320.58395,67.51671,7.834591,17.38509,6.5899773,-5.7978244,-5.061553,-4.8386636,-5.4119425,-6.8176665,-8.2756815,-0.11832584,-12.104163
1030,-372.13864,30.256453,11.13471,0.7265668,-18.939432,-7.332739,-1.8312868,-2.0621545,-3.5529692,-6.6258125,-13.42808,-2.5089998,-6.803537
1031,-369.50128,36.53966,4.9519773,0.19673048,-10.759851,-3.362981,-4.2316275,-5.119074,-3.171219,-7.8270855,-12.388447,-2.4228745,-4.8152523
1032,-409.49606,31.057138,5.1318345,6.1275053,-11.565218,-4.354935,-2.851556,-3.3918548,-8.62136,-4.460524,-13.125681,-2.892542,-6.2312155
1033,-356.20105,44.049896,4.729251,4.9591136,-9.979982,-4.081932,-4.918861,-4.453947,-5.50591,-6.5952516,-17.296656,-2.4218235,-9.175643
1034,-334.46536,37.292656,5.078353,10.172516,-10.813499,-5.7860746,-3.2274406,-2.859589,-7.4585295,-5.7643085,-14.393379,-0.486073,-6.62846
1035,-360.95502,47.644363,-2.5682251,6.490953,-11.754794,-3.2525332,-5.25095,-0.6473149,-4.091104,-7.138942,-15.361076,-1.5293539,-8.527205
1036,-340.32404,46.21731,-4.199352,3.7590709,-15.567726,-7.635463,-4.167225,1.0426975,-7.618502,-9.671662,-17.305172,-2.0308423,-11.927385
1037,-352.24994,47.943943,-6.098664,6.155383,-14.8909235,-6.7162805,-3.6696057,-3.0271606,-6.8936434,-10.584509,-12.934704,-2.6870728,-8.622378
1038,-368.1153,39.62028,1.1744746,0.18918508,-12.539526,-0.32826617,-6.548905,-4.8546033,-4.05666,-4.2368026,-16.393297,-3.568403,-6.815277
1039,-345.59253,46.49718,-1.4020793,4.584963,-18.193962,-9.164281,-4.546476,-1.4924486,-9.136783,-9.127213,-15.95005,-1.9486282,-9.035671
1040,-377.14584,31.554277,11.54801,4.253266,4.965441,1.2382672,-5.781224,0.8619611,-4.7870464,-8.108906,-4.8137965,-1.1894629,-10.225472
1041,-304.08676,63.96656,11.306512,3.59751,10.021451,6.154768,-5.194802,-3.0127409,-4.366743,-4.5779557,-6.8343787,-0.15460622,-11.210815
1042,-362.9003,34.559856,6.8999605,9.506858,0.51351655,0.7315487,-2.5978487,-3.1334245,-5.154938,-4.574176,-2.198648,-4.962797,-8.262081
1043,-348.00613,39.11163,10.179197,2.3277571,3.9286764,-1.6560912,-5.3487606,0.73565143,-9.042051,-4.8082347,-7.9872723,-3.2027996,-10.861473
1044,-395.66492,33.376827,6.0016284,7.2420716,-5.5215344,-2.682922,-3.9362164,-3.363756,-5.5993176,-7.5300922,-4.66487,-2.809431,-9.830568
1045,-365.66272,39.978786,0.5350128,7.2117367,-0.5754433,-2.4976254,-4.7230215,0.18291034,-4.6355557,-6.5433254,-4.1232195,-3.058486,-10.512809
1046,-359.3739,46.23356,6.9827657,5.589026,2.6876292,-3.5257246,-1.616646,2.5254831,-8.170187,-8.262155,-8.315054,-3.6525922,-11.001078
1047,-375.13193,43.293278,7.186732,2.67173,0.13197774,-2.4853973,-4.3526373,0.5372984,-7.41489,-7.4304028,-4.7605076,-5.3968606,-10.101965
1048,-383.9241,39.65564,3.1145308,1.8602424,2.372389,0.47333843,-6.971347,-1.3647698,-3.8055055,-5.155843,-3.6297655,-2.9108841,-8.361267
1049,-336.76703,48.701454,1.2245133,10.982461,0.76094455,-5.2721753,-1.5994247,-2.0175455,-6.393193,-9.540466,-4.1258097,-2.9505816,-13.060061
1050,-322.9969,55.15727,17.798372,10.633949,-5.131521,-2.4787889,-5.85519,-0.37339106,-7.8593235,-7.412731,-7.4283323,1.1130038,-10.702307
1051,-359.83963,51.874104,10.2357435,7.0508294,-3.955119,-1.7037292,-2.591089,-5.7665143,-2.522857,-4.965898,-6.61062,2.6704137,-7.2237477
1052,-413.74567,40.93725,2.3997746,4.979988,-6.6111608,4.403622,-5.005496,-4.572134,-3.1287203,-9.284389,-4.727663,-1.0995693,-8.88284
1053,-306.5902,60.171913,14.6658325,1.5056654,4.805717,1.8832395,-11.690642,-0.7701376,-4.575525,-10.821701,-3.4076533,-1.3425981,-14.916258
1054,-302.1922,51.673267,8.073756,10.8610325,-9.208465,5.341266,-12.80696,-3.0706282,-6.883671,-9.193655,-5.8770933,-4.986252,-8.712095
1055,-301.96252,69.72435,-1.6609796,9.021508,7.6479836,-0.97385395,-2.4012353,-1.5494128,-7.958364,-3.6268823,-13.164448,-5.6689653,-9.479685
1056,-368.1586,57.341106,2.0855896,4.136658,4.614093,-0.622383,-9.226173,7.206067,-11.078388,-3.1213737,-8.597434,-8.102134,-4.7731485
1057,-323.90088,64.416534,8.471273,-1.5370207,3.6507056,5.496636,-10.293665,-0.8560447,-3.078724,-9.460312,-9.44747,-4.484382,-8.552295
1058,-344.76956,64.17473,12.786374,6.0076365,7.28405,5.7910714,-2.4299984,-6.785186,1.7520163,-7.2397103,-10.011249,-2.8102312,-5.297888
1059,-299.41968,73.10125,9.98563,17.694489,1.0200068,-5.958182,-3.4733937,-8.828821,-4.539537,-11.49083,-13.978472,-2.8331354,-14.743971
1060,-373.58466,42.136086,3.1213098,11.950007,-8.776491,-6.8246737,-6.974359,-4.6224794,-6.8868804,-6.8073277,-3.851463,-0.5668242,-6.251077
1061,-341.1148,57.3001,18.496628,8.799701,-4.332595,3.329583,-9.473756,-10.361473,-0.8412795,-5.755137,-3.7982392,-1.519726,-6.785113
1062,-366.7589,51.458717,5.402781,6.654863,-8.083285,9.863178,-1.6935459,-12.754086,0.6704851,-11.2383,0.6628853,-2.0187874,-7.1948566
1063,-322.93933,63.069817,11.353945,12.281832,-4.8556085,1.3160832,-3.431653,-11.885732,-3.452283,-9.781226,-4.2440457,4.1982,-13.430541
1064,-333.97498,64.10781,5.713639,7.9923034,-8.133097,9.86154,-10.172889,-8.7541275,1.0156802,-10.964205,-3.5834703,-0.8482105,-7.8499217
1065,-338.92422,71.064835,3.9841325,8.851107,-3.5978708,5.8702006,-6.013475,-11.361489,2.319897,-13.096028,-5.272111,0.79679924,-7.9538713
1066,-307.00034,68.64104,5.947088,6.2838883,0.76665056,14.022346,-15.02868,2.4576564,-0.5383424,-11.207762,-6.833933,1.8594687,-11.7910385
1067,-334.9541,71.60018,7.481041,1.1977907,0.079966165,9.381101,-13.889915,-6.5554175,-0.13911535,-12.363562,-5.2877607,-0.47403616,-11.041918
1068,-368.6866,54.035965,8.5307045,3.7450612,-6.35857,12.771129,-6.7608356,-13.574406,3.5394497,-5.7343698,-4.650522,0.22558652,-4.683659
1069,-295.38583,77.214066,4.759306,6.995038,6.6434436,-2.767579,-8.437431,-6.8950877,-3.1676352,-8.481438,-16.061258,5.7118855,-9.928464
1070,-371.50812,41.06934,13.090761,8.114434,-0.74222904,-11.808039,-4.0694313,-0.5912489,-7.215626,-1.9619249,-6.2243423,-2.2854357,-11.642951
1071,-352.00546,47.20367,3.5169635,8.46908,-2.880137,-1.5444927,-2.4279091,-8.891022,0.6737625,-5.4860344,-8.999085,0.043466143,-9.162427
1072,-398.81976,31.394712,0.7956716,2.921936,-2.2422855,0.8014329,-4.8643885,-2.7900767,-5.3461967,-5.9708757,-1.734597,-2.030572,-7.041717
1073,-364.68448,50.942127,2.1288667,7.0437603,1.4029162,-1.2210584,-8.294495,-1.6467905,-7.7536693,-7.4262547,-11.796345,-0.15399587,-6.768261
1074,-337.07883,51.227104,-3.654429,9.038978,-1.9324902,4.4115677,-9.038381,-0.6029523,-1.9713994,-5.265959,-6.658931,-1.6005384,-3.2038326
1075,-345.92725,47.07997,-7.024245,8.356494,-0.43393523,2.6529179,-9.096274,1.5241928,-5.230013,-6.580041,-6.9014964,-0.5724378,-5.640356
1076,-414.61807,38.76626,2.944691,4.6665764,2.2644575,-1.4342219,-7.6145663,4.2820835,-7.3039985,-5.8713083,-9.15293,-0.49750125,-4.506731
1077,-353.38287,64.15345,-0.57646614,9.040791,1.214849,4.4649954,-9.246205,0.8255449,1.1948755,-5.1208153,-7.210692,-2.7276058,-1.7504889
1078,-445.22165,42.403145,3.9088624,4.1557045,4.7520304,4.4628906,-9.040844,-1.4144173,-1.5311351,-1.7904781,-6.1566844,-1.1406132,-0.6629608
1079,-276.27957,81.13153,-0.0053600143,17.863428,14.746626,-3.0689356,-0.34276712,1.8088293,1.2953552,-7.724194,-5.7785826,2.0483365,-7.9755874
1080,-350.45242,43.99321,18.359203,10.345166,-0.9058003,-2.3957486,-10.883955,1.5692832,-2.644536,-2.5432043,-6.7919874,-2.4173043,-9.317747
1081,-341.24643,39.934776,9.409701,7.6735,1.5269642,-1.1249226,-8.494059,-7.579501,-0.1660577,-7.458993,-6.5408936,-0.34969968,-11.444274
1082,-365.9889,38.226524,3.651131,10.875781,-0.484219,-0.27835107,-5.2829685,-1.9605442,-3.9579992,-6.6539273,-4.1697526,-0.30675343,-10.241411
1083,-342.09982,44.838623,8.40411,12.549186,2.7818544,-4.5851483,-8.141838,-2.085556,-2.7176254,-7.9900246,-7.2745557,0.9395478,-14.913439
1084,-359.44305,42.770584,8.902894,16.469717,-2.2581224,0.59296477,-6.9537883,-7.6545386,-1.728643,-8.465679,-4.218879,-3.3200116,-10.790723
1085,-374.8456,53.901394,1.0402169,13.223854,-5.05231,1.5365398,-6.972633,-4.3999057,1.2796004,-12.301397,-5.9293346,-1.0656369,-13.400711
1086,-346.86,45.59211,6.0234404,10.07304,0.071680084,-4.6269374,-7.039567,-3.232252,-1.4914874,-7.7282224,-9.390887,-0.28534454,-15.091483
1087,-374.50098,57.399532,7.2927384,10.083407,-0.032722957,-2.1670928,-8.818293,-5.9180293,-1.0949273,-9.7202635,-6.898446,-3.103965,-11.001941
1088,-377.95975,45.830265,4.038553,7.1192946,2.9429684,-1.2004024,-7.0717525,-7.823697,-0.33156368,-4.2643023,-7.110025,-2.3926997,-6.4048557
1089,-341.28214,65.15446,0.30058873,16.121746,2.4199872,-7.577644,-8.130107,-8.775586,-1.4836838,-7.2283397,-9.379229,-1.9763029,-10.964023
1090,-356.95352,68.46675,7.3225207,4.6343207,-5.901207,-8.852108,-2.9558833,-11.780329,-6.2452817,-7.8535514,-8.859235,1.3539002,-5.5928106
1091,-332.22476,55.854767,9.26946,-1.4835235,-7.969876,-4.6899343,-0.78982264,-12.569587,-5.18692,-4.9829183,-9.173629,0.042515747,-4.106722
1092,-312.75436,42.511417,-1.5892806,3.8555877,-7.168712,-4.9669642,-1.5859861,-9.716389,-6.820686,-4.9376388,-6.4045734,-1.1779941,-5.30373
1093,-295.0822,80.56166,-1.9388474,1.7176292,-3.181547,-6.5345435,-2.5360775,-11.88568,-4.2204347,-10.0683365,-9.1644335,-1.6305237,-5.563147
1094,-318.2547,79.54215,-0.27846804,3.997648,-12.275518,-2.5504134,-1.6304126,-17.161982,-0.49021548,-9.78,-9.068727,-1.178262,-3.858984
1095,-296.54868,106.619835,-5.865824,10.784417,-12.691012,-1.5296003,0.32006738,-14.42154,-2.317501,-11.262694,-8.931502,-3.9687958,-2.8667395
1096,-304.81757,88.45608,-3.1890428,5.3177238,-14.14958,-6.116052,-6.5777526,-11.262165,-2.5375202,-13.190508,-9.682438,-2.9229538,-2.6218224
1097,-322.14078,98.33355,0.93841475,-1.172334,-11.970731,-4.1594815,-3.310777,-16.451044,-2.825852,-8.140345,-12.658241,-3.4887369,-2.7703156
1098,-349.78986,74.49361,6.0500355,-2.393849,-3.9915988,-4.804206,-3.6799836,-13.743189,-2.3153663,-6.4442253,-6.413821,-3.855157,-0.4427979
1099,-270.1925,116.38279,4.749692,2.9795716,-12.468385,-12.711428,-10.497403,-9.905834,-6.204831,-17.58216,-10.792028,-0.52296567,-4.089782
1100,-362.91794,54.706764,3.624214,-1.1102929,-11.334562,-9.878557,-6.3867683,-8.405672,0.8526164,-12.4133,-6.1542597,-0.46635962,-6.909106
1101,-361.5905,46.54657,-1.0220306,2.0802515,-13.284606,-6.281685,-7.7839746,-9.461933,-4.093457,-5.9151278,-8.709407,-0.23459227,-4.166552
1102,-373.20172,49.372902,-3.5658145,-2.8585563,-9.325205,-2.1889377,-6.3065176,-6.317827,-2.953194,-12.770673,-4.463289,-1.4046952,-5.542075
1103,-330.24307,54.324917,4.3833823,0.4880439,-16.350103,-5.3294373,-6.560504,-10.643505,-2.2378232,-8.539895,-11.521256,0.53749925,-3.0026083
1104,-373.72626,50.5065,-1.7030838,-3.7821643,-12.968011,-5.042646,-8.278297,-11.819597,0.28601694,-9.444728,-8.5981865,1.0332454,-4.020366
1105,-391.9383,70.71891,-9.979096,-7.9857745,-8.201749,-6.954149,-8.558169,-7.498406,1.2930053,-13.997048,-6.4260273,-0.7084616,-7.1274204
1106,-294.96506,81.2256,-5.935924,-9.482809,-10.949608,-13.212875,-13.621632,-2.481801,-5.464072,-15.735287,-8.122722,0.8180841,-11.220042
1107,-337.3601,78.76918,-6.9138527,-7.2455773,-6.4138036,-9.364119,-13.296352,-0.6293615,-10.266043,-14.139012,-3.951245,-6.92531,-4.6446776
1108,-388.27048,63.056293,-4.6529846,-10.186538,-4.815584,-4.683125,-12.164739,-3.463473,-3.6887798,-11.770326,-2.3928766,-5.9444256,-3.458605
1109,-318.13486,85.56672,-10.274465,-5.4556665,-15.446308,-17.032806,-12.12153,-6.387245,-5.354718,-16.540182,-5.483006,-3.5476563,-6.701867
1110,-340.65106,51.26303,2.5463557,1.9664202,-15.031015,-5.958566,-7.0475187,-7.9345174,-5.6077385,-9.693841,-7.9391623,0.0058520613,-4.62847
1111,-329.38538,43.666325,-0.47334743,3.838232,-12.860683,-7.421655,-2.189466,-8.030354,-6.3790884,-2.4685917,-8.843531,-1.2156749,-4.960704
1112,-350.37326,43.551994,-3.7379189,-3.9208386,-10.075819,-1.557049,-5.9864073,-3.6830597,-5.971917,-10.128666,-4.904064,-1.5574709,-2.3095605
1113,-349.88904,59.930843,-1.4012725,-5.4502344,-13.697645,-4.3765106,-13.174738,-4.1536727,-7.9354706,-11.541125,-11.630805,1.8270335,-5.6163135
1114,-338.975,53.67351,-5.0148473,1.4752148,-14.158586,-7.528569,-8.378094,-8.577905,-4.704618,-10.973143,-6.355482,-3.6879175,-2.1501288
1115,-347.61014,67.13744,-15.357067,8.94582,-9.577435,-3.7054148,-6.053869,-1.6775954,-3.541094,-9.778703,-7.14879,-5.8668075,-5.666366
1116,-331.07205,53.423985,-14.484283,7.3120832,-14.753239,-7.003984,-8.44911,-3.0590515,-4.738508,-11.683184,-6.3055954,-5.029477,-9.590019
1117,-301.09122,56.910404,-19.538477,12.736999,-17.02074,-4.7557974,-10.346869,-4.1848764,-6.5780067,-9.350583,-9.683797,-5.9896483,-5.0332446
1118,-350.43915,46.601448,-6.7877483,8.360004,-13.313397,-3.8670518,-6.4694057,-8.2698965,-1.7796334,-6.946351,-9.485486,-3.2123253,-5.2154574
1119,-325.06567,55.929165,-10.471793,9.603405,-10.285648,-10.648265,-8.446256,-6.7057514,-2.706913,-10.497991,-9.923076,-1.5127276,-8.582924
1120,-413.31067,23.833715,6.356427,9.004863,-3.1395898,-1.8848865,-3.6755667,-6.6386266,-3.3112514,-1.068489,-9.244288,-0.2846549,-7.139618
1121,-414.92343,28.24819,0.30294245,2.8865266,0.97279423,-5.333884,-9.3537445,-4.5982866,-4.4791565,-3.0599203,-6.2963457,-1.6839334,-4.859967
1122,-421.7052,28.355986,2.0491803,9.239832,-0.595896,-4.7446146,-4.620038,-1.3666984,-5.1203938,-2.0567927,-3.0056868,-3.6469264,-4.862001
1123,-382.4508,34.08041,3.553285,8.348516,-0.06445055,-7.470291,-8.906199,-4.6533103,-6.857391,-3.3330762,-6.716438,-2.964886,-7.6330085
1124,-380.88208,28.192389,1.7219883,8.504735,-4.501282,-7.079501,-8.115926,-5.21662,-5.2894106,-4.6309657,-5.945863,-3.968359,-8.804799
1125,-379.9773,40.497654,-9.307003,13.610206,-3.7931592,-3.902623,-8.022223,-0.025972476,-4.801435,-4.813468,-5.1522326,-2.9221048,-9.648238
1126,-349.57962,48.69094,2.116825,7.5510907,7.395578,-7.4502025,-5.354802,1.720376,-8.558909,-0.24750884,-5.512992,-5.6227098,-6.13055
1127,-384.74936,44.107372,-5.338593,11.209092,-2.5808964,-5.454892,-7.526456,-3.6101985,-7.5561447,-1.393586,-6.3248997,-2.5385284,-6.1522493
1128,-374.70535,35.162624,-2.618341,5.300268,-1.0453938,-2.1929474,-7.66772,-3.7673197,-4.491681,-2.4848757,-6.9480896,-2.4137862,-6.120298
